sample	reads_total	reads_assigned_bins	percentage_duplicates	median_bin_count	filter_corr_value	ReadsKept	MedianBinCount	dups_percentage	sample_name	over_disp	tech
SA928_A90553C_CAGGCC-ATTGGC	1467195	1185098	0.19	85	0.857	1185098	85	0.192269602881689	dlp_plus	0.0613238634815663	DLP+
SA928_A90553C_CAGGCC-CACTGT	1930612	1587668	0.18	123	0.854	1587668	123	0.177634863970596	dlp_plus	0.0355234712978023	DLP+
SA928_A90553C_CAGGCC-CAGCAG	116413	114641	0.02	8	0.917	114641	8	0.0152216676831625	dlp_plus	0.129997295760337	DLP+
SA928_A90553C_CAGGCC-CCACTC	2329211	1925050	0.17	153	0.818	1925050	153	0.173518414604774	dlp_plus	0.0366230199017733	DLP+
SA928_A90553C_CAGGCC-CCTATT	1190882	974314	0.18	74	0.957	974314	74	0.18185512922355	dlp_plus	0.0555015017166254	DLP+
SA928_A90553C_CAGGCC-CGCCTG	796829	668975	0.16	51	0.86	668975	51	0.160453497550917	dlp_plus	0.0671948166305873	DLP+
SA928_A90553C_CAGGCC-CGCGGC	123375	121203	0.02	9	0.97	121203	9	0.0176048632218845	dlp_plus	0.12475524262055	DLP+
SA928_A90553C_CAGGCC-CTAAGG	1041579	862825	0.17	63	0.864	862825	63	0.171618283394731	dlp_plus	0.0663321648923014	DLP+
SA928_A90553C_CAGGCC-GAATGA	3009470	2381675	0.21	193	0.824	2381675	193	0.208606498818729	dlp_plus	0.0234588360088035	DLP+
SA928_A90553C_CAGGCC-GCGCCA	2059272	1712507	0.17	131	0.86	1712507	131	0.168392033689576	dlp_plus	0.0383551017704822	DLP+
SA928_A90553C_CAGGCC-GCGGAC	1448843	1204955	0.17	96	0.868	1204955	96	0.168332938765622	dlp_plus	0.0436213479918712	DLP+
SA928_A90553C_CAGGCC-GTCCTT	1704565	1382702	0.19	99	0.851	1382702	99	0.188824128149997	dlp_plus	0.0571714720819814	DLP+
SA928_A90553C_CAGGCC-TAAGGC	1569461	1278839	0.19	101	0.841	1278839	101	0.18517312631534	dlp_plus	0.0379028334976668	DLP+
SA928_A90553C_CAGGCC-TCGGGA	417656	380015	0.09	28	0.894	380015	28	0.0901244086042102	dlp_plus	0.0616809589412417	DLP+
SA928_A90553C_CAGGCC-TCTTCT	1430453	1165748	0.19	82	0.913	1165748	82	0.185049770946686	dlp_plus	0.0447959131240294	DLP+
SA928_A90553C_CAGGCC-TGAGTG	1770886	1434231	0.19	115	0.848	1434231	115	0.190105404865135	dlp_plus	0.037226031815196	DLP+
SA928_A90553C_CAGGCC-TGCTTT	1224778	1009867	0.18	80	0.841	1009867	80	0.175469350363903	dlp_plus	0.0406453142103431	DLP+
SA928_A90553C_CAGGCC-TTCGAA	1500972	1230018	0.18	92	0.872	1230018	92	0.18051902367266	dlp_plus	0.0504060646004332	DLP+
SA928_A90553C_CAGGCC-TTGCGG	1613212	1323108	0.18	106	0.833	1323108	106	0.17983005333459	dlp_plus	0.0392827810183738	DLP+
SA928_A90553C_CATTCA-ATAGAT	1717186	1344640	0.22	102	0.986	1344640	102	0.216951454297904	dlp_plus	0.0660164994229893	DLP+
SA928_A90553C_CATTCA-ATCAGT	110069	104363	0.05	8	0.876	104363	8	0.0518402093232427	dlp_plus	0.143719269975039	DLP+
SA928_A90553C_CATTCA-ATTGGC	2118939	1647694	0.22	123	0.972	1647694	123	0.222396680602887	dlp_plus	0.0672146652144186	DLP+
SA928_A90553C_CATTCA-CACTGT	2121064	1660228	0.22	129	0.84	1660228	129	0.217266428547182	dlp_plus	0.0379223467273265	DLP+
SA928_A90553C_CATTCA-CAGCAG	2287042	1851350	0.19	141	1	1851350	141	0.190504590645909	dlp_plus	0.0192690995348791	DLP+
SA928_A90553C_CATTCA-CCACTC	2689847	2157542	0.2	152	0.922	2157542	152	0.197894155318128	dlp_plus	0.0487261901698383	DLP+
SA928_A90553C_CATTCA-CCTATT	1769226	1397017	0.21	106	0.969	1397017	106	0.210379567110137	dlp_plus	0.0723746783127709	DLP+
SA928_A90553C_CATTCA-CGCCTG	729708	591424	0.19	44	1	591424	44	0.189505939362046	dlp_plus	0.0535519995127596	DLP+
SA928_A90553C_CATTCA-CTAAGG	1464390	1166130	0.2	88	1	1166130	88	0.203675250445578	dlp_plus	0.0652790579171624	DLP+
SA928_A90553C_CATTCA-CTCTAC	691177	568331	0.18	43	0.996	568331	43	0.177734502160807	dlp_plus	0.0322995943755953	DLP+
SA928_A90553C_CATTCA-GAATGA	2955330	2224414	0.25	170	0.993	2224414	170	0.247321280533815	dlp_plus	0.0479511691400429	DLP+
SA928_A90553C_CATTCA-GCGCCA	109223	107470	0.02	8	0.954	107470	8	0.0160497331148201	dlp_plus	0.144236957121948	DLP+
SA928_A90553C_CATTCA-GCGGAC	1780938	1443999	0.19	112	0.82	1443999	112	0.189191875292683	dlp_plus	0.0169364597257494	DLP+
SA928_A90553C_CATTCA-GTCCTT	3007611	2364268	0.21	181	1	2364268	181	0.213904989707778	dlp_plus	0.0315470933701482	DLP+
SA928_A90553C_CATTCA-TCTTCT	757091	600516	0.21	44	0.891	600516	44	0.206811334436679	dlp_plus	0.0377095401006193	DLP+
SA928_A90553C_CATTCA-TGAGTG	257475	220880	0.14	16	0.963	220880	16	0.142130303913001	dlp_plus	0.0817537293168776	DLP+
SA928_A90553C_CATTCA-TGCTTT	1224646	975198	0.2	73	0.852	975198	73	0.203689882627306	dlp_plus	0.0346370442939457	DLP+
SA928_A90553C_CATTCA-TTCGAA	1853346	1450174	0.22	110	0.958	1450174	110	0.217537362154719	dlp_plus	0.0673645310960381	DLP+
SA928_A90553C_CATTCA-TTGCGG	2112700	1665552	0.21	119	0.849	1665552	119	0.211647654659914	dlp_plus	0.0481411938449534	DLP+
SA928_A90553C_CCTATT-ATAGAT	2105546	1684002	0.2	129	1	1684002	129	0.200206502256422	dlp_plus	0.0324634954151354	DLP+
SA928_A90553C_CCTATT-ATCAGT	2847572	2245199	0.21	174	1	2245199	174	0.211539163891203	dlp_plus	0.0208557356245002	DLP+
SA928_A90553C_CCTATT-ATGTTT	2099094	1678516	0.2	129	1	1678516	129	0.200361679848544	dlp_plus	0.0188663557832436	DLP+
SA928_A90553C_CCTATT-ATTGGC	2288431	1836253	0.2	141	1	1836253	141	0.197593023342194	dlp_plus	0.0275517376175043	DLP+
SA928_A90553C_CCTATT-CACTGT	2726520	2179003	0.2	168	1	2179003	168	0.200811657350762	dlp_plus	0.0202254687684483	DLP+
SA928_A90553C_CCTATT-CAGCAG	2225201	1782609	0.2	137	0.944	1782609	137	0.198899784783487	dlp_plus	0.0530731946401542	DLP+
SA928_A90553C_CCTATT-CCACTC	3218527	2575080	0.2	200	0.993	2575080	200	0.199919714826068	dlp_plus	0.012356954273103	DLP+
SA928_A90553C_CCTATT-CCTATT	1684451	1347544	0.2	103	0.978	1347544	103	0.20000997357596	dlp_plus	0.0523232043243946	DLP+
SA928_A90553C_CCTATT-CGCCTG	1102115	902132	0.18	69	0.952	902132	69	0.18145384102385	dlp_plus	0.0374983994089635	DLP+
SA928_A90553C_CCTATT-CGCGGC	2906757	2342569	0.19	181	1	2342569	181	0.194095344055248	dlp_plus	0.0144509553853334	DLP+
SA928_A90553C_CCTATT-CTAAGG	1569958	1258720	0.2	95	1	1258720	95	0.1982460677292	dlp_plus	0.0602501504342512	DLP+
SA928_A90553C_CCTATT-CTCTAC	3467986	2742212	0.21	193	0.848	2742212	193	0.209278238147444	dlp_plus	0.0205510131145872	DLP+
SA928_A90553C_CCTATT-GAATGA	3715547	2886242	0.22	224	0.993	2886242	224	0.223198629972922	dlp_plus	0.0127697415279341	DLP+
SA928_A90553C_CCTATT-GCGCCA	2642029	2151401	0.19	166	1	2151401	166	0.185701216754245	dlp_plus	0.0141522231357341	DLP+
SA928_A90553C_CCTATT-GCGGAC	2258095	1853233	0.18	142	1	1853233	142	0.179293608107719	dlp_plus	0.0334036474128829	DLP+
SA928_A90553C_CCTATT-GGTTTC	2529923	2017008	0.2	149	0.956	2017008	149	0.202739371909738	dlp_plus	0.0351134278080132	DLP+
SA928_A90553C_CCTATT-GTCCTT	1872873	1488255	0.21	114	0.949	1488255	114	0.205362563291798	dlp_plus	0.0723132731417618	DLP+
SA928_A90553C_CCTATT-TAAGGC	2823658	2262110	0.2	172	1	2262110	172	0.198872526347029	dlp_plus	0.0371057617527589	DLP+
SA928_A90553C_CCTATT-TCGGGA	1946079	1552844	0.2	118	1	1552844	118	0.202065281008633	dlp_plus	0.0541413253908252	DLP+
SA928_A90553C_CCTATT-TCTTCT	2273584	1812339	0.2	139	0.99	1812339	139	0.202871325625092	dlp_plus	0.0294910547185469	DLP+
SA928_A90553C_CCTATT-TGAGTG	2953082	2310218	0.22	179	1	2310218	179	0.217692566613457	dlp_plus	0.0220542708449523	DLP+
SA928_A90553C_CCTATT-TGCTTT	2266501	1800202	0.21	138	1	1800202	138	0.205735183880351	dlp_plus	0.0351822545766228	DLP+
SA928_A90553C_CCTATT-TTCGAA	2385508	1908557	0.2	148	0.885	1908557	148	0.199936868792727	dlp_plus	0.028568905740355	DLP+
SA928_A90553C_CCTATT-TTGCGG	1783200	1416225	0.21	107	0.93	1416225	107	0.205795760430686	dlp_plus	0.074790214366743	DLP+
SA928_A90553C_CCTTGC-ATCAGT	1925045	1564283	0.19	123	0.837	1564283	123	0.187404450285578	dlp_plus	0.0460150113664547	DLP+
SA928_A90553C_CCTTGC-ATGTTT	1080194	866581	0.2	66	1	866581	66	0.197754292284534	dlp_plus	0.0419565998327949	DLP+
SA928_A90553C_CCTTGC-ATTGGC	1531131	1233110	0.19	84	0.879	1233110	84	0.19464108557661	dlp_plus	0.0337427104704697	DLP+
SA928_A90553C_CCTTGC-CACTGT	1527922	1219196	0.2	92	0.992	1219196	92	0.202056125901715	dlp_plus	0.048468728182613	DLP+
SA928_A90553C_CCTTGC-CCACTC	127726	125534	0.02	10	0.968	125534	10	0.0171617368429294	dlp_plus	0.122086532137337	DLP+
SA928_A90553C_CCTTGC-CCTATT	1045791	847203	0.19	63	1	847203	63	0.189892626729433	dlp_plus	0.0461139120605374	DLP+
SA928_A90553C_CCTTGC-CGCCTG	917214	759943	0.17	58	1	759943	58	0.171465982856782	dlp_plus	0.0353562018819543	DLP+
SA928_A90553C_CCTTGC-CGCGGC	1587400	1290076	0.19	96	0.901	1290076	96	0.187302507244551	dlp_plus	0.130987011584619	DLP+
SA928_A90553C_CCTTGC-CTCTAC	3503831	2769528	0.21	224	0.819	2769528	224	0.209571466203707	dlp_plus	0.0250030184790576	DLP+
SA928_A90553C_CCTTGC-GCGCCA	1341161	1086414	0.19	81	0.911	1086414	81	0.189945129630223	dlp_plus	0.123898814764075	DLP+
SA928_A90553C_CCTTGC-GGTTTC	759091	612039	0.19	45	0.864	612039	45	0.19372117440465	dlp_plus	0.0932779748992952	DLP+
SA928_A90553C_CCTTGC-GTCCTT	1791058	1426677	0.2	107	0.986	1426677	107	0.20344455623436	dlp_plus	0.0554222369299019	DLP+
SA928_A90553C_CCTTGC-TAGGAT	1953380	1535611	0.21	114	0.975	1535611	114	0.213869805158239	dlp_plus	0.0770512075165581	DLP+
SA928_A90553C_CCTTGC-TCGGGA	1802555	1456431	0.19	111	0.921	1456431	111	0.192018551445032	dlp_plus	0.0418376188894469	DLP+
SA928_A90553C_CCTTGC-TCTTCT	1508121	1144170	0.24	84	0.983	1144170	84	0.241327453168546	dlp_plus	0.0892666076865892	DLP+
SA928_A90553C_CCTTGC-TGAGTG	139586	127906	0.08	10	0.949	127906	10	0.0836760133537747	dlp_plus	0.132850977047754	DLP+
SA928_A90553C_CCTTGC-TGCTTT	1251209	1005198	0.2	75	1	1005198	75	0.196618630460618	dlp_plus	0.0403604391594024	DLP+
SA928_A90553C_CCTTGC-TTCGAA	1728544	1393446	0.19	111	0.863	1393446	111	0.193861423255642	dlp_plus	0.0392876741683362	DLP+
SA928_A90553C_CCTTGC-TTGCGG	1512515	1222801	0.19	93	0.866	1222801	93	0.191544546665653	dlp_plus	0.0275957740593108	DLP+
SA928_A90553C_CGAAAC-ATAGAT	2063853	1671550	0.19	120	0.852	1671550	120	0.190082820821057	dlp_plus	0.0497566478913608	DLP+
SA928_A90553C_CGAAAC-ATCAGT	2423789	1990401	0.18	161	0.858	1990401	161	0.178805993425995	dlp_plus	0.0302014033977128	DLP+
SA928_A90553C_CGAAAC-ATTGGC	2273644	1833177	0.19	129	0.897	1833177	129	0.193727338140887	dlp_plus	0.0422240880160676	DLP+
SA928_A90553C_CGAAAC-CCACTC	3365704	2792801	0.17	214	0.81	2792801	214	0.170217880122554	dlp_plus	0.035145784520797	DLP+
SA928_A90553C_CGAAAC-CCTATT	2063402	1691936	0.18	116	0.847	1691936	116	0.180025995903852	dlp_plus	0.0432096193334211	DLP+
SA928_A90553C_CGAAAC-CGCCTG	1233807	1023135	0.17	80	0.874	1023135	80	0.170749558075128	dlp_plus	0.0479755763876576	DLP+
SA928_A90553C_CGAAAC-CTAAGG	1583290	1311450	0.17	102	0.857	1311450	102	0.171693120022232	dlp_plus	0.0480376179124321	DLP+
SA928_A90553C_CGAAAC-CTCTAC	3394239	2743000	0.19	220	0.819	2743000	220	0.191865982330649	dlp_plus	0.026117358546193	DLP+
SA928_A90553C_CGAAAC-GAATGA	4512230	3529239	0.22	293	0.846	3529239	293	0.217850375534935	dlp_plus	0.0210545213654961	DLP+
SA928_A90553C_CGAAAC-GCGCCA	2649751	2210026	0.17	171	0.836	2210026	171	0.165949555260098	dlp_plus	0.0271319398004156	DLP+
SA928_A90553C_CGAAAC-GTCCTT	2786024	2272971	0.18	168	0.83	2272971	168	0.184152397825719	dlp_plus	0.0310962023084823	DLP+
SA928_A90553C_CGAAAC-TAGGAT	3386975	2706651	0.2	217	0.852	2706651	217	0.200864783471977	dlp_plus	0.0301907357213818	DLP+
SA928_A90553C_CGAAAC-TCGGGA	108536	106885	0.02	8	0.92	106885	8	0.0152115427139382	dlp_plus	0.144833412478899	DLP+
SA928_A90553C_CGAAAC-TCTTCT	2097408	1695928	0.19	126	0.858	1695928	126	0.191417215916026	dlp_plus	0.0426674541579232	DLP+
SA928_A90553C_CGAAAC-TGAGTG	2525246	2053653	0.19	165	0.851	2053653	165	0.186751310565386	dlp_plus	0.0335372044248182	DLP+
SA928_A90553C_CGAAAC-TGCTTT	2112270	1721070	0.19	131	0.989	1721070	131	0.185203596131176	dlp_plus	0.0372074127266286	DLP+
SA928_A90553C_CGAAAC-TTGCGG	2259675	1847667	0.18	147	0.838	1847667	147	0.182330644893624	dlp_plus	0.0341403766479903	DLP+
SA928_A90553C_CGATTA-ATTGGC	1833675	1464669	0.2	111	1	1464669	111	0.201238496462023	dlp_plus	0.0390274387141275	DLP+
SA928_A90553C_CGATTA-CACTGT	1038872	843740	0.19	63	1	843740	63	0.187830647086455	dlp_plus	0.0263952595518054	DLP+
SA928_A90553C_CGATTA-CAGCAG	3423526	2678966	0.22	205	0.986	2678966	205	0.21748337824804	dlp_plus	0.0307475962594812	DLP+
SA928_A90553C_CGATTA-CCACTC	3323028	2688146	0.19	208	0.991	2688146	208	0.191055266461793	dlp_plus	0.0258923125291074	DLP+
SA928_A90553C_CGATTA-CCTATT	1241045	1008818	0.19	68	0.868	1008818	68	0.187122143032686	dlp_plus	0.0376296282902469	DLP+
SA928_A90553C_CGATTA-CGCCTG	1058432	867502	0.18	66	0.995	867502	66	0.180389481799492	dlp_plus	0.0377998641731679	DLP+
SA928_A90553C_CGATTA-CGCGGC	1879488	1535275	0.18	118	0.992	1535275	118	0.183141898219089	dlp_plus	0.0179060294211796	DLP+
SA928_A90553C_CGATTA-CTCTAC	1964856	1567737	0.2	108	0.842	1567737	108	0.202110994393482	dlp_plus	0.0311838064951401	DLP+
SA928_A90553C_CGATTA-GCGCCA	2361166	1918612	0.19	147	0.847	1918612	147	0.187430278091418	dlp_plus	0.0179433085283991	DLP+
SA928_A90553C_CGATTA-GGTTTC	211685	183671	0.13	13	0.976	183671	13	0.132338143940289	dlp_plus	0.115867184337777	DLP+
SA928_A90553C_CGATTA-TAAGGC	860494	695306	0.19	50	0.989	695306	50	0.191968799317601	dlp_plus	0.0389879061240489	DLP+
SA928_A90553C_CGATTA-TCGGGA	1415009	1134429	0.2	85	0.968	1134429	85	0.198288491451291	dlp_plus	0.0763986894019678	DLP+
SA928_A90553C_CGATTA-TCTTCT	1496535	1174169	0.22	88	0.985	1174169	88	0.215408259746682	dlp_plus	0.08479435475798	DLP+
SA928_A90553C_CGATTA-TGAGTG	1058779	844310	0.2	62	0.985	844310	62	0.202562574437158	dlp_plus	0.0905970751921047	DLP+
SA928_A90553C_CGATTA-TTCGAA	2131658	1720090	0.19	133	0.838	1720090	133	0.193074123522629	dlp_plus	0.0543082715554476	DLP+
SA928_A90553C_CGCCTG-ATAGAT	1622154	1333732	0.18	102	1	1333732	102	0.177801860982373	dlp_plus	0.0369816414141754	DLP+
SA928_A90553C_CGCCTG-ATCAGT	1571499	1295596	0.18	99	1	1295596	99	0.175566767780317	dlp_plus	0.0272490110295029	DLP+
SA928_A90553C_CGCCTG-ATGTTT	2119411	1728199	0.18	133	0.95	1728199	133	0.184585245617768	dlp_plus	0.0180327023468493	DLP+
SA928_A90553C_CGCCTG-ATTGGC	1912025	1558379	0.18	120	1	1558379	120	0.18495887867575	dlp_plus	0.0308179986644818	DLP+
SA928_A90553C_CGCCTG-CACTGT	1793074	1453519	0.19	110	0.925	1453519	110	0.18937032158182	dlp_plus	0.0647389691723192	DLP+
SA928_A90553C_CGCCTG-CAGCAG	2766130	2250467	0.19	175	1	2250467	175	0.186420377928731	dlp_plus	0.0151139147987753	DLP+
SA928_A90553C_CGCCTG-CCACTC	3293776	2711348	0.18	210	1	2711348	210	0.176826839469351	dlp_plus	0.0187209360173889	DLP+
SA928_A90553C_CGCCTG-CCTATT	1856988	1510929	0.19	112	1	1510929	112	0.186355000678518	dlp_plus	0.0637512122640508	DLP+
SA928_A90553C_CGCCTG-CGCCTG	1172090	981415	0.16	75	1	981415	75	0.162679487070106	dlp_plus	0.0468229145689702	DLP+
SA928_A90553C_CGCCTG-CGCGGC	1575204	1296962	0.18	98	0.938	1296962	98	0.176638708383168	dlp_plus	0.0808936574896489	DLP+
SA928_A90553C_CGCCTG-CTAAGG	1656628	1362639	0.18	104	1	1362639	104	0.17746229087037	dlp_plus	0.035736920187844	DLP+
SA928_A90553C_CGCCTG-CTCTAC	1939487	1554861	0.2	118	0.944	1554861	118	0.19831326531191	dlp_plus	0.0737365893584972	DLP+
SA928_A90553C_CGCCTG-GAATGA	3271597	2601200	0.2	202	1	2601200	202	0.204914297207144	dlp_plus	0.0141175890621064	DLP+
SA928_A90553C_CGCCTG-GCGCCA	2683458	2211607	0.18	155	0.873	2211607	155	0.175836923849749	dlp_plus	0.0249276726016719	DLP+
SA928_A90553C_CGCCTG-GCGGAC	496285	434161	0.13	33	0.993	434161	33	0.125178073083007	dlp_plus	0.0495694318321065	DLP+
SA928_A90553C_CGCCTG-GGTTTC	2556122	2055096	0.2	159	0.993	2055096	159	0.196010206085625	dlp_plus	0.0208633671773263	DLP+
SA928_A90553C_CGCCTG-GTCCTT	1454842	1213189	0.17	93	1	1213189	93	0.166102573337861	dlp_plus	0.0236825633566753	DLP+
SA928_A90553C_CGCCTG-TAAGGC	1992052	1608847	0.19	123	0.972	1608847	123	0.192366966324172	dlp_plus	0.0512087416414856	DLP+
SA928_A90553C_CGCCTG-TAGGAT	2051899	1645263	0.2	126	0.986	1645263	126	0.198175446257345	dlp_plus	0.0502649750549828	DLP+
SA928_A90553C_CGCCTG-TCGGGA	1742887	1406321	0.19	106	0.964	1406321	106	0.19310833117695	dlp_plus	0.0733901246165963	DLP+
SA928_A90553C_CGCCTG-TCTTCT	1839630	1499496	0.18	112	1	1499496	112	0.184892614275697	dlp_plus	0.0312047711956906	DLP+
SA928_A90553C_CGCCTG-TGAGTG	2744624	2187531	0.2	169	1	2187531	169	0.202976072496633	dlp_plus	0.018762743571927	DLP+
SA928_A90553C_CGCCTG-TGCTTT	2127190	1728957	0.19	133	1	1728957	133	0.187210827429614	dlp_plus	0.0287374553989221	DLP+
SA928_A90553C_CGCCTG-TTCGAA	2119817	1729778	0.18	133	1	1729778	133	0.183996543097824	dlp_plus	0.0273007481686104	DLP+
SA928_A90553C_CGCCTG-TTGCGG	1562568	1272666	0.19	96	0.949	1272666	96	0.185529205768965	dlp_plus	0.0843737783861694	DLP+
SA928_A90553C_CGGCCT-ATAGAT	959440	794589	0.17	60	1	794589	60	0.171820020011673	dlp_plus	0.0294164683202044	DLP+
SA928_A90553C_CGGCCT-ATTGGC	710713	595229	0.16	44	1	595229	44	0.162490344203638	dlp_plus	0.0426210003487452	DLP+
SA928_A90553C_CGGCCT-CACTGT	1354032	1091478	0.19	81	0.946	1091478	81	0.193905313906909	dlp_plus	0.117169469069587	DLP+
SA928_A90553C_CGGCCT-CAGCAG	2823431	2283787	0.19	178	0.826	2283787	178	0.1911305783637	dlp_plus	0.0230006675496467	DLP+
SA928_A90553C_CGGCCT-CCACTC	2437142	1989081	0.18	156	0.844	1989081	156	0.183846899359988	dlp_plus	0.0360335687087896	DLP+
SA928_A90553C_CGGCCT-CCTATT	1623570	1327223	0.18	100	0.818	1327223	100	0.182528009263537	dlp_plus	0.0551474463227914	DLP+
SA928_A90553C_CGGCCT-CGCCTG	989851	819399	0.17	61	0.96	819399	61	0.172199654291403	dlp_plus	0.0908637870426249	DLP+
SA928_A90553C_CGGCCT-CGCGGC	1466362	1193842	0.19	90	0.925	1193842	90	0.185847696544237	dlp_plus	0.0897981707654441	DLP+
SA928_A90553C_CGGCCT-CTAAGG	773434	654252	0.15	49	1	654252	49	0.15409459630686	dlp_plus	0.0549250414502783	DLP+
SA928_A90553C_CGGCCT-CTCTAC	2150042	1718928	0.2	132	0.983	1718928	132	0.200514222512863	dlp_plus	0.0405110038746018	DLP+
SA928_A90553C_CGGCCT-GAATGA	117709	115776	0.02	8	0.959	115776	8	0.0164218538939248	dlp_plus	0.126310784826638	DLP+
SA928_A90553C_CGGCCT-GCGCCA	241137	213111	0.12	15	0.961	213111	15	0.116224386966745	dlp_plus	0.101312074453739	DLP+
SA928_A90553C_CGGCCT-GTCCTT	1871328	1523072	0.19	111	0.853	1523072	111	0.186100993519041	dlp_plus	0.0664139058153118	DLP+
SA928_A90553C_CGGCCT-TAGGAT	1593816	1263539	0.21	94	0.93	1263539	94	0.207224045937549	dlp_plus	0.0972845369204633	DLP+
SA928_A90553C_CGGCCT-TCGGGA	1487738	1195245	0.2	90	0.96	1195245	90	0.196602493180923	dlp_plus	0.0951758441834013	DLP+
SA928_A90553C_CGGCCT-TGCTTT	1552566	1272318	0.18	101	0.855	1272318	101	0.180506335962529	dlp_plus	0.0440158071995782	DLP+
SA928_A90553C_CGGCCT-TTCGAA	1283262	1037477	0.19	78	0.957	1037477	78	0.191531425383125	dlp_plus	0.0845882182565146	DLP+
SA928_A90553C_CGGCCT-TTGCGG	1411753	1156041	0.18	89	1	1156041	89	0.181130835209842	dlp_plus	0.0280618865144958	DLP+
SA928_A90553C_CGTGAT-ATAGAT	1665750	1386377	0.17	110	0.849	1386377	110	0.167716043824103	dlp_plus	0.0332534382138561	DLP+
SA928_A90553C_CGTGAT-ATCAGT	2118040	1762046	0.17	143	0.858	1762046	143	0.168077090139941	dlp_plus	0.0316989457377435	DLP+
SA928_A90553C_CGTGAT-ATGTTT	2489207	2042737	0.18	152	0.804	2042737	152	0.179362343107664	dlp_plus	0.0280741449250247	DLP+
SA928_A90553C_CGTGAT-CACTGT	2337202	1942566	0.17	155	0.854	1942566	155	0.168849761381344	dlp_plus	0.0308470337341936	DLP+
SA928_A90553C_CGTGAT-CAGCAG	1695240	1447366	0.15	110	0.805	1447366	110	0.146217644699276	dlp_plus	0.0239452456508436	DLP+
SA928_A90553C_CGTGAT-CCACTC	3875674	3166721	0.18	241	0.806	3166721	241	0.182923795964263	dlp_plus	0.0313529115750751	DLP+
SA928_A90553C_CGTGAT-CCTATT	1793636	1492394	0.17	113	0.835	1492394	113	0.167950464865781	dlp_plus	0.0357376928586693	DLP+
SA928_A90553C_CGTGAT-CGCCTG	1100414	926842	0.16	72	0.871	926842	72	0.157733362170965	dlp_plus	0.0566565128697059	DLP+
SA928_A90553C_CGTGAT-CGCGGC	2613594	2191090	0.16	181	0.8	2191090	181	0.161656324585992	dlp_plus	0.0223020828555836	DLP+
SA928_A90553C_CGTGAT-CTAAGG	1280044	1072942	0.16	84	0.897	1072942	84	0.161792875869892	dlp_plus	0.0463374781485489	DLP+
SA928_A90553C_CGTGAT-CTCTAC	2713987	2239264	0.17	177	0.802	2239264	177	0.174917197466311	dlp_plus	0.026653597504582	DLP+
SA928_A90553C_CGTGAT-GCGCCA	2397269	2001512	0.17	161	0.83	2001512	161	0.165086604799044	dlp_plus	0.030292656608619	DLP+
SA928_A90553C_CGTGAT-GCGGAC	1803555	1518469	0.16	121	0.865	1518469	121	0.158068924984267	dlp_plus	0.0323855680886015	DLP+
SA928_A90553C_CGTGAT-GGTTTC	2419919	1979421	0.18	137	0.855	1979421	137	0.182030059683816	dlp_plus	0.0400674650120841	DLP+
SA928_A90553C_CGTGAT-GTCCTT	2177068	1811035	0.17	127	0.804	1811035	127	0.168131174588943	dlp_plus	0.0289803161039477	DLP+
SA928_A90553C_CGTGAT-TAAGGC	1899518	1578749	0.17	120	0.856	1578749	120	0.168868628778459	dlp_plus	0.0430981015025005	DLP+
SA928_A90553C_CGTGAT-TAGGAT	2788936	2267312	0.19	163	0.826	2267312	163	0.18703333457634	dlp_plus	0.029377995661248	DLP+
SA928_A90553C_CGTGAT-TCGGGA	1858984	1550608	0.17	118	0.846	1550608	118	0.165884160380079	dlp_plus	0.0377497668258876	DLP+
SA928_A90553C_CGTGAT-TGAGTG	2176083	1789333	0.18	137	0.848	1789333	137	0.177727595868356	dlp_plus	0.0346623337031579	DLP+
SA928_A90553C_CGTGAT-TTGCGG	1920260	1597563	0.17	115	0.814	1597563	115	0.168048597585744	dlp_plus	0.0355224685805209	DLP+
SA928_A90553C_CTAAGG-ATCAGT	2603682	2064323	0.21	160	1	2064323	160	0.207152409549246	dlp_plus	0.0217837294235312	DLP+
SA928_A90553C_CTAAGG-ATGTTT	2189550	1739749	0.21	134	0.94	1739749	134	0.205430796282341	dlp_plus	0.0194057124382727	DLP+
SA928_A90553C_CTAAGG-ATTGGC	1783578	1425288	0.2	108	0.919	1425288	108	0.200882720015609	dlp_plus	0.0663729807181944	DLP+
SA928_A90553C_CTAAGG-CACTGT	2222851	1784861	0.2	138	0.978	1784861	138	0.197039747603416	dlp_plus	0.0163556000358416	DLP+
SA928_A90553C_CTAAGG-CAGCAG	2931419	2344093	0.2	182	1	2344093	182	0.200355527476625	dlp_plus	0.0123431721992148	DLP+
SA928_A90553C_CTAAGG-CCACTC	2791905	2247954	0.19	175	0.996	2247954	175	0.194831486028357	dlp_plus	0.0130800600608427	DLP+
SA928_A90553C_CTAAGG-CCTATT	2134912	1734363	0.19	132	1	1734363	132	0.187618506055519	dlp_plus	0.0363207747727228	DLP+
SA928_A90553C_CTAAGG-CGCCTG	1254247	1028476	0.18	78	1	1028476	78	0.180005214283949	dlp_plus	0.0320544265551248	DLP+
SA928_A90553C_CTAAGG-CGCGGC	1587090	1289543	0.19	97	0.957	1289543	97	0.187479601030817	dlp_plus	0.0896374265757109	DLP+
SA928_A90553C_CTAAGG-CTAAGG	1516225	1244339	0.18	94	0.995	1244339	94	0.179317713400056	dlp_plus	0.0500204354175548	DLP+
SA928_A90553C_CTAAGG-CTCTAC	2963176	2351772	0.21	183	1	2351772	183	0.206334014584351	dlp_plus	0.0137928609497685	DLP+
